GROUP_SET,GROUP_ID,GROUP_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,SUM_TIME_PLAYED
Lineups,-1627936-1628983-1630198-1630598-1631119-,A. Caruso - S. Gilgeous-Alexander - I. Joe - A. Wiggins - J. Williams,1610612760,OKC,3,2,1,0.667,9.758333,12,19,0.632,6,10,0.6,8,11,0.727,3,7,10,7,0,1,0,1,5,8,38,12,1801,1303,4483,4903,1806,1123,1670,2619,590,1211,1786,719,643,4855,1332,1597,1529,1254,1,2659,4136,9470,11988,726,949,409,29275
Lineups,-202696-1630172-1630245-1630581-1641824-,N. Vučević - P. Williams - A. Dosunmu - J. Giddey - M. Buzelis,1610612741,CHI,6,3,3,0.5,9.758333,9,14,0.643,4,5,0.8,3,3,1,0,5,5,5,3,2,2,1,5,3,25,-9,598,720,12599,5714,1806,1628,2384,2557,1046,2773,1186,2480,3293,1,6628,2369,3339,1884,11148,1411,741,9470,11988,2469,1711,13000,29275
Lineups,-1630249-1630552-1630700-1631243-1642258-,V. Krejčí - J. Johnson - D. Daniels - M. Gueye - Z. Risacher,1610612737,ATL,6,3,3,0.5,9.756667,12,20,0.6,3,7,0.429,3,3,1,4,1,5,9,2,3,1,1,5,1,30,-3,598,720,12599,5714,1808,1123,1557,2813,1515,1921,3801,2480,3293,1,932,7282,3339,893,9370,880,1555,9470,11988,5386,1330,9883,29270
Lineups,-201939-202710-203110-1627780-1641764-,S. Curry - J. Butler III - D. Green - G. Payton II - B. Podziemski,1610612744,GSW,4,2,2,0.5,9.753333,9,21,0.429,2,6,0.333,2,2,1,3,6,9,6,2,3,1,1,3,1,22,1,1219,1303,11030,5714,1809,1628,1459,6897,2370,2280,4709,3333,3947,1,1332,1924,1745,1493,9370,880,1555,9470,10260,5386,1959,4611,29260
Lineups,-203903-1628969-1628973-1629011-1642278-,J. Clarkson - M. Bridges - J. Brunson - M. Robinson - T. Kolek,1610612752,NYK,4,2,2,0.5,9.751667,7,19,0.368,4,10,0.4,7,8,0.875,5,6,11,5,2,1,1,1,4,5,25,3,1219,1303,11030,5714,1810,2152,1670,8230,1046,1211,4028,877,1008,3459,665,1924,1362,1884,9370,2659,1555,9470,11322,1368,1711,2690,29255
Lineups,-203952-1626181-1628389-1630558-1642066-,A. Wiggins - N. Powell - B. Adebayo - D. Mitchell - M. Gardner,1610612748,MIA,3,2,1,0.667,9.75,9,22,0.409,4,11,0.364,1,3,0.333,3,5,8,6,1,7,0,1,5,6,23,0,1801,1303,4483,4903,1811,1628,1387,7383,1046,1050,4577,5480,3293,6900,1332,2369,2007,1493,5796,249,4136,9470,11988,1078,1877,5539,29250
Lineups,-1629627-1629673-1630530-1631255-1642847-,Z. Williamson - J. Poole - T. Murphy III - K. Matković - J. Fears,1610612740,NOP,3,2,1,0.667,9.75,12,23,0.522,1,7,0.143,3,3,1,4,5,9,8,5,4,1,2,6,3,28,5,1801,1303,4483,4903,1811,1123,1300,4060,3910,1921,7044,2480,3293,1,932,2369,1745,1060,12556,577,1555,12186,12415,2469,1464,1652,29250
Lineups,-203952-1628389-1629639-1630558-1631170-,A. Wiggins - B. Adebayo - T. Herro - D. Mitchell - J. Jaquez Jr.,1610612748,MIA,4,3,1,0.75,9.748333,9,18,0.5,0,5,0,4,4,1,1,5,6,5,0,3,1,0,4,3,22,0,1219,720,4483,4636,1813,1628,1786,4193,7195,2773,7195,1795,2301,1,3529,2369,2751,1884,1,880,1555,1,11322,2469,1959,5539,29245
Lineups,-203468-1629111-1629638-1630552-1630700-,C. McCollum - J. Landale - N. Alexander-Walker - J. Johnson - D. Daniels,1610612737,ATL,2,1,1,0.5,9.741667,12,17,0.706,4,7,0.571,2,2,1,2,5,7,8,1,2,3,0,0,3,30,19,2989,2730,4483,5714,1814,1123,1911,1717,1046,1921,1954,3333,3947,1,2126,2369,2329,1060,5796,1411,413,1,1,2469,1330,137,29225
Lineups,-203991-1629006-1630578-1631106-1642263-,C. Capela - J. Okogie - A. Sengun - T. Eason - R. Sheppard,1610612745,HOU,2,2,0,1,9.733333,10,15,0.667,2,4,0.5,3,4,0.75,1,6,7,9,5,2,1,0,2,6,25,-5,2989,1303,1,1,1815,1425,2208,1792,2370,3486,2090,2480,2301,4340,3529,1924,2329,893,12556,1411,1555,1,8231,1078,1711,11580,29200
Lineups,-1630166-1631101-1631321-1641712-1642270-,D. Avdija - S. Sharpe - S. Cissoko - R. Rupert - D. Clingan,1610612757,POR,3,1,2,0.333,9.733333,9,17,0.529,0,5,0,3,5,0.6,4,7,11,4,5,0,1,1,4,6,21,-5,1801,2730,11030,7287,1815,1628,1911,3972,7195,2773,7195,2480,1916,5558,932,1597,1362,2403,12556,5864,1555,9470,11322,1078,2079,11580,29200
Lineups,-1628989-1630171-1630188-1630581-1641824-,K. Huerter - I. Okoro - J. Smith - J. Giddey - M. Buzelis,1610612741,CHI,4,2,2,0.5,9.733333,8,18,0.444,3,11,0.273,1,2,0.5,3,8,11,6,7,2,1,1,7,5,20,-2,1219,1303,11030,5714,1815,1874,1786,6618,1515,1050,5927,5480,3947,5719,1332,1369,1362,1493,13067,1411,1555,9470,12706,1368,2207,8514,29200
Lineups,-1626220-1628415-1628960-1631109-1642346-,R. O'Neale - D. Brooks - G. Allen - M. Williams - R. Dunn,1610612756,PHX,6,3,3,0.5,9.723333,5,11,0.455,1,6,0.167,7,8,0.875,0,4,4,4,3,3,0,1,4,6,18,-5,598,720,12599,5714,1818,3082,3087,6469,3910,2280,6904,877,1008,3459,6628,2974,4067,2403,11148,880,4136,9470,11322,1078,2490,11580,29170
Lineups,-1627759-1628401-1629014-1630568-1642864-,J. Brown - D. White - A. Simons - L. Garza - H. González,1610612738,BOS,7,5,2,0.714,9.72,10,20,0.5,6,12,0.5,4,4,1,3,4,7,7,1,4,1,1,2,7,30,8,450,282,11030,4835,1819,1425,1557,4193,590,920,2090,1795,2301,1,1332,2974,2329,1254,5796,577,1555,9470,8231,870,1330,860,29160
Lineups,-1626171-1628398-1629645-1631172-1631260-,B. Portis - K. Kuzma - K. Porter Jr. - O. Dieng - A. Green,1610612749,MIL,1,1,0,1,9.716667,12,18,0.667,5,9,0.556,3,4,0.75,2,7,9,10,2,3,0,0,5,4,32,13,5383,2730,1,1,1820,1123,1786,1792,767,1412,2016,2480,2301,4340,2126,1597,1745,762,9370,880,4136,1,11988,1820,1206,343,29150
Lineups,-203924-1631126-1631321-1641739-1642270-,J. Grant - C. Love - S. Cissoko - T. Camara - D. Clingan,1610612757,POR,3,2,1,0.667,9.716667,10,18,0.556,3,7,0.429,4,4,1,2,10,12,7,3,1,2,1,5,5,27,5,1801,1303,4483,4903,1820,1425,1786,3583,1515,1921,3801,1795,2301,1,2126,1027,1214,1254,11148,2659,741,9470,11988,1368,1535,1652,29150
Lineups,-2544-1628467-1629020-1629060-1630559-,L. James - M. Kleber - J. Vanderbilt - R. Hachimura - A. Reaves,1610612747,LAL,1,1,0,1,9.7,8,17,0.471,2,7,0.286,3,3,1,3,9,12,5,6,2,1,0,0,3,21,9,5383,2730,1,1,1822,1874,1911,6254,2370,1921,5794,2480,3293,1,1332,1174,1214,1884,12838,1411,1555,1,1,2469,2079,683,29100
Lineups,-101108-201572-201587-1627739-1628381-,C. Paul - B. Lopez - N. Batum - K. Dunn - J. Collins,1610612746,LAC,2,1,1,0.5,9.683333,4,18,0.222,2,12,0.167,3,4,0.75,4,4,8,4,5,4,1,2,4,5,13,-9,2989,2730,4483,5714,1823,3789,1786,10294,2370,920,6904,2480,2301,4340,932,2974,2007,2403,12556,577,1555,12186,11322,1368,3468,13000,29050
Lineups,-1629048-1641724-1641783-1642859-1642869-,G. Bitadze - J. Howard - T. da Silva - J. Richardson - N. Penda,1610612753,ORL,3,2,1,0.667,9.683333,13,19,0.684,5,8,0.625,1,1,1,2,8,10,9,3,2,4,0,0,4,32,20,1801,1303,4483,4903,1823,1005,1670,1782,767,1623,1756,5480,6679,1,2126,1369,1529,893,11148,1411,271,1,1,1820,1206,127,29050
Lineups,-2544-203935-1629028-1631222-1641733-,L. James - M. Smart - D. Ayton - J. LaRavia - N. Smith Jr.,1610612747,LAL,1,0,1,0,9.683333,10,15,0.667,4,6,0.667,3,5,0.6,1,6,7,7,3,2,0,1,7,4,27,-2,5383,8003,4483,8003,1823,1425,2208,1792,1046,2280,1366,2480,1916,5558,3529,1924,2329,1254,11148,1411,4136,9470,12706,1820,1535,8514,29050
Lineups,-1641715-1642259-1642267-1642273-1642848-,C. Whitmore - A. Sarr - B. Carrington - K. George - T. Johnson,1610612764,WAS,4,0,4,0,9.666667,3,13,0.231,0,3,0,2,3,0.667,1,3,4,1,5,2,1,2,1,5,8,-19,1219,8003,13171,8003,1826,4731,2592,10272,7195,4524,7195,3333,3293,5045,3529,3857,4067,6302,12556,1411,1555,12186,4324,1368,5278,13634,29000
Lineups,-1628970-1629012-1630182-1641706-1642883-,M. Bridges - C. Sexton - J. Green - B. Miller - S. James,1610612766,CHA,2,2,0,1,9.666667,8,17,0.471,1,5,0.2,4,4,1,3,9,12,1,3,2,0,1,3,2,21,2,2989,1303,1,1,1826,1874,1911,6254,3910,2773,6626,1795,2301,1,1332,1174,1214,6302,11148,1411,4136,9470,10260,3509,2079,3467,29000
Lineups,-1627750-1629618-1630192-1631212-1642461-,J. Murray - J. Pickett - Z. Nnaji - P. Watson - S. Jones,1610612743,DEN,2,0,2,0,9.658333,8,17,0.471,1,6,0.167,4,4,1,1,4,5,6,3,1,1,1,3,4,21,-5,2989,8003,11030,8003,1828,1874,1911,6254,3910,2280,6904,1795,2301,1,3529,2974,3339,1493,11148,2659,1555,9470,10260,1820,2079,11580,28975
Lineups,-203935-1629028-1629060-1629216-1630559-,M. Smart - D. Ayton - R. Hachimura - G. Vincent - A. Reaves,1610612747,LAL,1,1,0,1,9.65,8,13,0.615,0,3,0,15,16,0.938,0,9,9,6,2,3,0,0,0,7,31,12,5383,2730,1,1,1829,1874,2592,2748,7195,4524,7195,263,341,3287,6628,1174,1745,1493,9370,880,4136,1,1,870,1269,409,28950
Lineups,-1629638-1630168-1630700-1631243-1642258-,N. Alexander-Walker - O. Okongwu - D. Daniels - M. Gueye - Z. Risacher,1610612737,ATL,2,1,1,0.5,9.65,5,17,0.294,1,6,0.167,2,3,0.667,0,9,9,3,3,1,0,0,2,5,13,-11,2989,2730,4483,5714,1829,3082,1911,9571,3910,2280,6904,3333,3293,5045,6628,1174,1745,3146,11148,2659,4136,1,8231,1368,3468,13245,28950
Lineups,-1629627-1630530-1631255-1642847-1642852-,Z. Williamson - T. Murphy III - K. Matković - J. Fears - D. Queen,1610612740,NOP,1,0,1,0,9.65,11,19,0.579,3,8,0.375,2,4,0.5,2,7,9,6,3,1,0,1,3,5,27,-6,5383,8003,4483,8003,1829,1261,1670,3272,1515,1623,4448,3333,2301,5719,2126,1597,1745,1493,11148,2659,4136,9470,10260,1368,1535,12136,28950
Lineups,-1628368-1628436-1629640-1630322-1642868-,D. Fox - L. Kornet - K. Johnson - L. Waters III - C. Bryant,1610612759,SAS,3,2,1,0.667,9.643333,8,22,0.364,0,4,0,7,8,0.875,5,5,10,3,1,1,2,2,4,7,23,-1,1801,1303,4483,4903,1832,1874,1387,8259,7195,3486,7195,877,1008,3459,665,2369,1529,3146,5796,2659,741,12186,11322,870,1877,7472,28930
Lineups,-1628983-1629652-1630198-1631096-1642349-,S. Gilgeous-Alexander - L. Dort - I. Joe - C. Holmgren - A. Mitchell,1610612760,OKC,4,4,0,1,9.643333,10,20,0.5,4,11,0.364,4,5,0.8,1,6,7,5,1,2,3,1,5,7,28,12,1219,451,1,1,1832,1425,1557,4193,1046,1050,4577,1795,1916,3981,3529,1924,2329,1884,5796,1411,413,9470,11988,870,1464,409,28930
Lineups,-1628401-1629674-1630202-1631248-1642864-,D. White - N. Queta - P. Pritchard - B. Scheierman - H. González,1610612738,BOS,3,2,1,0.667,9.633333,9,17,0.529,5,8,0.625,0,1,0,2,9,11,7,3,3,2,2,2,4,23,12,1801,1303,4483,4903,1834,1628,1911,3972,767,1623,1756,7052,6679,7052,2126,1174,1362,1254,11148,880,741,12186,8231,1820,1877,409,28900
Lineups,-1627759-1630202-1630573-1631169-1631248-,J. Brown - P. Pritchard - S. Hauser - J. Minott - B. Scheierman,1610612738,BOS,3,2,1,0.667,9.633333,8,16,0.5,3,8,0.375,2,2,1,0,5,5,5,3,1,1,1,3,3,21,-3,1801,1303,4483,4903,1834,1874,2035,4193,1515,1623,4448,3333,3947,1,6628,2369,3339,1884,11148,2659,1555,9470,10260,2469,2079,9883,28900
Lineups,-203937-1641707-1641729-1642268-1642846-,K. Anderson - T. Hendricks - B. Sensabaugh - I. Collier - A. Bailey,1610612762,UTA,2,0,2,0,9.633333,7,19,0.368,2,8,0.25,0,0,0,3,5,8,5,4,0,0,0,9,2,16,-12,2989,8003,11030,8003,1834,2152,1670,8230,2370,1623,6007,7052,7407,7052,1332,2369,2007,1884,12053,5864,4136,1,13045,3509,2834,13354,28900
Lineups,-2544-203935-1629020-1629637-1631222-,L. James - M. Smart - J. Vanderbilt - J. Hayes - J. LaRavia,1610612747,LAL,4,3,1,0.75,9.633333,6,17,0.353,1,6,0.167,4,4,1,3,9,12,6,5,2,3,0,4,2,17,2,1219,720,4483,4636,1834,2567,1911,8383,3910,2280,6904,1795,2301,1,1332,1174,1214,1493,12556,1411,413,1,11322,3509,2643,3467,28900
Lineups,-1629660-1630583-1641713-1642377-1642907-,T. Jerome - S. Aldama - G. Jackson - J. Wells - C. Coward,1610612763,MEM,1,1,0,1,9.633333,10,17,0.588,4,7,0.571,3,5,0.6,1,5,6,6,2,2,1,0,6,3,27,0,5383,2730,1,1,1834,1425,1911,3196,1046,1921,1954,2480,1916,5558,3529,2369,2751,1493,9370,1411,1555,1,12415,2469,1535,5539,28900
Lineups,-1628976-1630591-1631094-1641710-1641783-,W. Carter Jr. - J. Suggs - P. Banchero - A. Black - T. da Silva,1610612753,ORL,4,3,1,0.75,9.631667,10,20,0.5,4,12,0.333,0,0,0,0,6,6,7,1,1,0,0,5,1,24,2,1219,720,4483,4636,1839,1425,1557,4193,1046,920,4709,7052,7407,7052,6628,1924,2751,1254,5796,2659,4136,1,11988,5386,1775,3467,28895
Lineups,-203954-1626162-1631230-1642272-1642845-,J. Embiid - K. Oubre Jr. - D. Barlow - J. McCain - V. Edgecombe,1610612755,PHI,4,4,0,1,9.62,7,13,0.538,0,4,0,6,6,1,0,4,4,3,2,3,0,0,4,3,20,-5,1219,451,1,1,1840,2152,2592,3858,7195,3486,7195,1086,1466,1,6628,2974,4067,3146,9370,880,4136,1,11322,2469,2207,11580,28860
Lineups,-1629028-1629029-1630559-1631222-1642261-,D. Ayton - L. Dončić - A. Reaves - J. LaRavia - D. Knecht,1610612747,LAL,2,1,1,0.5,9.616667,9,15,0.6,3,6,0.5,5,6,0.833,2,9,11,4,3,1,2,1,5,6,26,9,2989,2730,4483,5714,1841,1628,2208,2813,1515,2280,2090,1368,1466,3700,2126,1174,1362,2403,11148,2659,741,9470,11988,1078,1618,683,28850
Lineups,-1629111-1629630-1629723-1642377-1642907-,J. Landale - J. Morant - J. Konchar - J. Wells - C. Coward,1610612763,MEM,2,1,1,0.5,9.616667,12,21,0.571,3,7,0.429,0,0,0,1,10,11,10,2,1,3,1,2,0,27,8,2989,2730,4483,5714,1841,1123,1459,3306,1515,1921,3801,7052,7407,7052,3529,1027,1362,762,9370,2659,413,9470,8231,8966,1535,860,28850
Lineups,-1628970-1630544-1641750-1642851-1642862-,M. Bridges - T. Mann - R. Kalkbrenner - K. Knueppel - L. McNeeley,1610612766,CHA,3,0,3,0,9.616667,8,23,0.348,2,7,0.286,4,4,1,5,14,19,5,3,1,0,3,4,3,22,10,1801,8003,12599,8003,1841,1874,1300,8419,2370,1921,5794,1795,2301,1,665,636,643,1884,11148,2659,4136,13011,11322,2469,1959,565,28850
Lineups,-203501-203932-1627750-1629618-1642461-,T. Hardaway Jr. - A. Gordon - J. Murray - J. Pickett - S. Jones,1610612743,DEN,2,2,0,1,9.616667,11,16,0.688,3,6,0.5,2,3,0.667,1,2,3,6,2,1,0,0,3,2,27,5,2989,1303,1,1,1841,1261,2035,1777,1515,2280,2090,3333,3293,5045,3529,5202,5098,1493,9370,2659,4136,1,10260,3509,1535,1652,28850
Lineups,-1628368-1628436-1629640-1630322-1630577-,D. Fox - L. Kornet - K. Johnson - L. Waters III - J. Champagnie,1610612759,SAS,3,2,1,0.667,9.606667,10,23,0.435,1,11,0.091,3,3,1,2,11,13,6,3,1,2,1,2,4,24,8,1801,1303,4483,4903,1845,1425,1300,6863,3910,1050,7179,2480,3293,1,2126,890,1090,1493,11148,2659,741,9470,8231,1820,1775,860,28820
Lineups,-201942-203471-1631099-1642363-1642928-,D. DeRozan - D. Schröder - K. Murray - N. Clifford - D. Cardwell,1610612758,SAC,2,0,2,0,9.6,9,15,0.6,2,6,0.333,4,6,0.667,2,7,9,6,4,1,2,1,4,4,24,6,2989,8003,11030,8003,1846,1628,2208,2813,2370,2280,4709,1795,1466,5045,2126,1597,1745,1493,12053,2659,741,9470,11322,1820,1775,1298,28800
Lineups,-1629130-1630191-1630194-1631093-1641709-,D. Robinson - I. Stewart - P. Reed - J. Ivey - A. Thompson,1610612765,DET,1,1,0,1,9.6,8,19,0.421,4,8,0.5,2,2,1,2,4,6,7,2,1,1,3,2,1,22,-8,5383,2730,1,1,1846,1874,1670,7219,1046,1623,2090,3333,3947,1,2126,2974,2751,1254,9370,2659,1555,13011,8231,5386,1959,12780,28800
Lineups,-1630198-1631119-1631172-1642959-1642964-,I. Joe - J. Williams - O. Dieng - C. Youngblood - B. Barnhizer,1610612760,OKC,2,2,0,1,9.6,5,15,0.333,3,9,0.333,6,10,0.6,2,11,13,3,4,1,0,0,4,6,19,5,2989,1303,1,1,1846,3082,2208,8446,1515,1412,4709,1086,739,5558,2126,890,1090,3146,12053,2659,4136,1,11322,1078,2351,1652,28800
Lineups,-203484-1630583-1641713-1642285-1642377-,K. Caldwell-Pope - S. Aldama - G. Jackson - C. Spencer - J. Wells,1610612763,MEM,1,0,1,0,9.6,8,17,0.471,1,8,0.125,5,6,0.833,2,5,7,6,2,1,0,0,2,5,22,-3,5383,8003,4483,8003,1846,1874,1911,6254,3910,1623,7099,1368,1466,3700,2126,2369,2329,1493,9370,2659,4136,1,8231,1368,1959,9883,28800
Lineups,-203114-203468-1630551-1642259-1642848-,K. Middleton - C. McCollum - J. Champagnie - A. Sarr - T. Johnson,1610612764,WAS,3,1,2,0.333,9.6,8,20,0.4,3,6,0.5,0,0,0,3,5,8,4,3,1,2,2,3,0,19,-8,1801,2730,11030,7287,1846,1874,1557,7421,1515,2280,2090,7052,7407,7052,1332,2369,2007,2403,11148,2659,741,12186,10260,8966,2351,12780,28800
Lineups,-1628368-1628436-1630577-1641705-1642264-,D. Fox - L. Kornet - J. Champagnie - V. Wembanyama - S. Castle,1610612759,SAS,4,2,2,0.5,9.598333,7,25,0.28,0,8,0,1,1,1,5,7,12,4,0,1,0,0,4,1,15,-8,1219,1303,11030,5714,1851,2152,1140,9756,7195,1623,7195,5480,6679,1,665,1597,1214,2403,1,2659,4136,1,11322,5386,3012,12780,28795
Lineups,-1628379-1629638-1630168-1630700-1642854-,L. Kennard - N. Alexander-Walker - O. Okongwu - D. Daniels - A. Newell,1610612737,ATL,3,1,2,0.333,9.583333,12,16,0.75,4,6,0.667,5,6,0.833,2,2,4,8,4,2,0,0,5,4,33,4,1801,2730,11030,7287,1852,1123,2035,1325,1046,2280,1366,1368,1466,3700,2126,5202,4067,1060,12053,1411,4136,1,11988,1820,1164,2140,28750
Lineups,-1627783-1628396-1629614-1631097-1641767-,P. Siakam - T. Bradley - A. Nembhard - B. Mathurin - B. Sheppard,1610612754,IND,6,1,5,0.167,9.583333,7,17,0.412,4,8,0.5,9,13,0.692,2,8,10,7,2,1,1,1,10,8,27,2,598,2730,13413,7953,1852,2152,1911,7352,1046,1623,2090,587,484,5016,2126,1369,1529,1254,9370,2659,1555,9470,13160,726,1535,3467,28750
Lineups,-1627783-1629614-1630543-1631097-1631245-,P. Siakam - A. Nembhard - I. Jackson - B. Mathurin - Q. Jackson,1610612754,IND,2,0,2,0,9.576667,7,16,0.438,3,4,0.75,2,2,1,2,6,8,5,2,3,1,1,4,3,19,2,2989,8003,11030,8003,1854,2152,2035,6802,1515,3486,1218,3333,3947,1,2126,1924,2007,1884,9370,880,1555,9470,11322,2469,2351,3467,28730
Lineups,-202691-203076-1630230-1630314-1642843-,K. Thompson - A. Davis - N. Marshall - B. Williams - C. Flagg,1610612742,DAL,4,1,3,0.25,9.568333,11,23,0.478,1,5,0.2,4,5,0.8,2,9,11,8,1,3,0,3,5,5,27,3,1219,2730,12599,7765,1855,1261,1300,6167,3910,2773,6626,1795,1916,3981,2126,1174,1362,1060,5796,880,4136,13011,11988,1368,1535,2690,28705
Lineups,-203991-1628988-1630578-1641708-1642263-,C. Capela - A. Holiday - A. Sengun - A. Thompson - R. Sheppard,1610612745,HOU,4,3,1,0.75,9.566667,5,20,0.25,2,11,0.182,4,4,1,4,6,10,3,1,1,1,0,4,4,16,0,1219,720,4483,4636,1856,3082,1557,9826,2370,1050,6877,1795,2301,1,932,1924,1529,3146,5796,2659,1555,1,11322,1820,2834,5539,28700
Lineups,-203507-203914-1626171-1629645-1631260-,G. Antetokounmpo - G. Harris - B. Portis - K. Porter Jr. - A. Green,1610612749,MIL,5,3,2,0.6,9.566667,9,18,0.5,5,8,0.625,2,2,1,0,7,7,8,2,2,1,0,2,5,25,-1,845,720,11030,5495,1856,1628,1786,4193,767,1623,1756,3333,3947,1,6628,1597,2329,1060,9370,1411,1555,1,8231,1368,1711,7472,28700
Lineups,-203501-203932-203999-1628971-1631212-,T. Hardaway Jr. - A. Gordon - N. Jokić - B. Brown - P. Watson,1610612743,DEN,5,4,1,0.8,9.566667,10,18,0.556,2,4,0.5,7,9,0.778,3,7,10,6,1,1,1,1,1,6,29,7,845,451,4483,4545,1856,1425,1786,3583,2370,3486,2090,877,860,4234,1332,1597,1529,1493,5796,2659,1555,9470,4324,1078,1398,1044,28700
Lineups,-201572-201587-201935-1627739-1642920-,B. Lopez - N. Batum - J. Harden - K. Dunn - K. Sanders,1610612746,LAC,9,6,3,0.667,9.553333,6,14,0.429,1,6,0.167,3,4,0.75,0,4,4,3,3,0,0,0,2,2,16,-4,261,199,12599,4903,1859,2567,2384,6897,3910,2280,6904,2480,2301,4340,6628,2974,4067,3146,11148,5864,4136,1,8231,3509,2834,10850,28660
Lineups,-202710-1630541-1641764-1642366-1642954-,J. Butler III - M. Moody - B. Podziemski - Q. Post - W. Richard,1610612744,GSW,3,2,1,0.667,9.553333,8,16,0.5,4,9,0.444,3,4,0.75,2,5,7,6,3,2,2,1,2,6,23,4,1801,1303,4483,4903,1859,1874,2035,4193,1046,1412,3711,2480,2301,4340,2126,2369,2329,1493,11148,1411,741,9470,8231,1078,1877,2140,28660
Lineups,-1627783-1629614-1630679-1631097-1642277-,P. Siakam - A. Nembhard - E. Thompson - B. Mathurin - J. Furphy,1610612754,IND,3,0,3,0,9.551667,5,12,0.417,3,9,0.333,7,8,0.875,0,7,7,4,2,0,0,0,4,5,20,-3,1801,8003,12599,8003,1861,3082,2832,7258,1515,1412,4709,877,1008,3459,6628,1597,2329,2403,9370,5864,4136,1,11322,1368,2207,9883,28655
Lineups,-1628970-1630163-1630182-1641750-1642851-,M. Bridges - L. Ball - J. Green - R. Kalkbrenner - K. Knueppel,1610612766,CHA,5,4,1,0.8,9.55,7,16,0.438,2,7,0.286,1,2,0.5,2,5,7,4,2,1,3,2,3,3,17,-1,845,451,4483,4545,1862,2152,2035,6802,2370,1921,5794,5480,3947,5719,2126,2369,2329,2403,9370,2659,413,12186,10260,2469,2643,7472,28650
Lineups,-1628467-1629020-1631222-1642261-1642355-,M. Kleber - J. Vanderbilt - J. LaRavia - D. Knecht - B. James,1610612747,LAL,2,0,2,0,9.55,7,17,0.412,5,10,0.5,3,6,0.5,4,7,11,7,2,2,0,1,3,5,22,6,2989,8003,11030,8003,1862,2152,1911,7352,767,1211,2090,2480,1466,5719,932,1597,1362,1254,9370,1411,4136,9470,10260,1368,1959,1298,28650
Lineups,-1629008-1629611-1629651-1630533-1631213-,M. Porter Jr. - T. Mann - N. Claxton - Z. Williams - T. Martin,1610612751,BKN,5,2,3,0.4,9.55,5,23,0.217,1,11,0.091,3,3,1,4,4,8,3,1,0,1,0,4,5,14,-18,845,1303,12599,7150,1862,3082,1300,10344,3910,1050,7179,2480,3293,1,932,2974,2007,3146,5796,5864,1555,1,11322,1368,3242,13610,28650
Lineups,-201942-1628370-1630173-1631165-1642363-,D. DeRozan - M. Monk - P. Achiuwa - K. Ellis - N. Clifford,1610612758,SAC,4,1,3,0.25,9.54,7,18,0.389,1,6,0.167,2,4,0.5,2,7,9,3,4,1,0,1,7,3,17,-11,1219,2730,12599,7765,1865,2152,1786,7943,3910,2280,6904,3333,2301,5719,2126,1597,1745,3146,12053,2659,4136,9470,12706,2469,2643,13245,28620
Lineups,-1627936-1628392-1630198-1631096-1642272-,A. Caruso - I. Hartenstein - I. Joe - C. Holmgren - J. McCain,1610612760,OKC,2,2,0,1,9.533333,11,20,0.55,5,10,0.5,4,6,0.667,2,6,8,9,0,1,0,0,2,4,31,11,2989,1303,1,1,1866,1261,1557,3726,767,1211,2090,1795,1466,5045,2126,1924,2007,893,1,2659,4136,1,8231,1820,1269,488,28600
Lineups,-1629614-1630174-1630543-1631097-1641716-,A. Nembhard - A. Nesmith - I. Jackson - B. Mathurin - J. Walker,1610612754,IND,2,1,1,0.5,9.533333,9,17,0.529,3,7,0.429,1,3,0.333,2,6,8,6,2,2,1,0,4,2,22,-1,2989,2730,4483,5714,1866,1628,1911,3972,1515,1921,3801,5480,3293,6900,2126,1924,2007,1493,9370,1411,1555,1,11322,3509,1959,7472,28600
Lineups,-1630171-1630188-1630200-1630245-1641824-,I. Okoro - J. Smith - T. Jones - A. Dosunmu - M. Buzelis,1610612741,CHI,5,2,3,0.4,9.533333,11,21,0.524,2,8,0.25,2,2,1,2,6,8,9,1,1,3,0,8,2,26,-2,845,1303,12599,7150,1866,1261,1459,4033,2370,1623,6007,3333,3947,1,2126,1924,2007,893,5796,2659,413,1,12907,3509,1618,8514,28600
Lineups,-1629639-1631107-1631170-1641796-1642276-,T. Herro - N. Jović - J. Jaquez Jr. - P. Larsson - K. Ware,1610612748,MIA,1,0,1,0,9.533333,6,16,0.375,0,3,0,9,10,0.9,1,9,10,1,3,1,1,2,0,5,21,-5,5383,8003,4483,8003,1866,2567,2035,8060,7195,4524,7195,587,739,3367,3529,1174,1529,6302,11148,2659,1555,12186,1,1368,2079,11580,28600
